Article_ID,Article_ID2,Country,Disease_name,Disease_name2,Disease,PMID,First Author,Publication Year,DOI,Combining Authoryear (withformula),Authoryear,Ncases,Ncontrol,total,genus,Genus_mean_RA_disease,Genus_mean_RA_control,foldchange(calculation),foldchange,pvalue,,,,,,,,,,,,,,Age_disease,Age_control,Sequencing_type,16s_sequencing_region,Genus(original_,Genus_clean (original,Genus_classified,Genus_RA_in_disease,Genus_>1_studies(cancer_or_autoimmune),Genus_increased_HowMany_Cancer_study,Genus_decreased_HowMany_Cancer_study,Genus_increased_HowMany_Autoimmune_study,Genus_decreased_HowMany_Autoimmune_study,Genus_statistical_test,Genus_mean_RA_disease(original),Genus_mean_RA_control (original),Genus_effect_type,Genus_effect_type_quanititative_value,Genus_quantitative_data_source_in_paper,Genus_Pvalue(original)
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Anaerofustis,20.906994,5.67705,3.682724245,3.6827,0.00001623459748550,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Anaerofustis,Anaerofustis,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",20.9069945,5.677045879,not mentioned,not mentioned,,1.62E-05
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Clostridium III,92.643271,11.44223,8.096611615,8.0966,0.00001649609087201,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Clostridium_III,Clostridium III,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",92.64327138,11.44222741,not mentioned,not mentioned,,1.65E-05
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Clostridium XlVa,854.557880,180.16046,4.743315478,4.7433,0.00001867983185345,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Clostridium_XlVa,Clostridium XlVa,yes,increased,no,0,1,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",854.5578796,180.160456,not mentioned,not mentioned,,1.87E-05
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Ruminococcaceae_unclassified,448.366285,850.00072,0.527489299,0.5275,0.00058999403888113,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Ruminococcaceae_unclassified,Ruminococcaceae_unclassified,no,decreased,yes,4,1,1,8,"Kruskal-Wallis (adjusted p value), mean abundance",448.3662854,850.0007234,not mentioned,not mentioned,,0.000589994
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Alistipes,13.516536,69.80781,0.193624982,0.1936,0.00079786649636729,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Alistipes,Alistipes,yes,decreased,yes,1,3,1,3,"Kruskal-Wallis (adjusted p value), mean abundance",13.51653552,69.80780794,not mentioned,not mentioned,,0.000797866
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Faecalibacterium,2086.450173,3584.36741,0.582097183,0.5821,0.00099381879953486,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Faecalibacterium,Faecalibacterium,yes,decreased,yes,1,5,2,7,"Kruskal-Wallis (adjusted p value), mean abundance",2086.450173,3584.367413,not mentioned,not mentioned,,0.000993819
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Alloscardovia,2.069865,0.29264,7.073066391,7.0731,0.00261993687879849,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Alloscardovia,Alloscardovia,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",2.069865275,0.292640442,not mentioned,not mentioned,,0.002619937
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Actinomyces,80.040610,40.90677,1.956659212,1.9567,0.00445494104972938,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Actinomyces,Actinomyces,yes,increased,yes,2,0,4,1,"Kruskal-Wallis (adjusted p value), mean abundance",80.04061038,40.90677103,not mentioned,not mentioned,,0.004454941
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Parabacteroides,11.831256,24.59193,0.481103179,0.4811,0.00578091309764303,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Parabacteroides,Parabacteroides,yes,decreased,yes,4,1,2,4,"Kruskal-Wallis (adjusted p value), mean abundance",11.83125595,24.59193053,not mentioned,not mentioned,,0.005780913
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Lachnospira,10.682626,28.96651,0.368792341,0.3688,0.00720336862687370,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Lachnospira,Lachnospira,yes,decreased,yes,1,3,1,3,"Kruskal-Wallis (adjusted p value), mean abundance",10.68262567,28.9665063,not mentioned,not mentioned,,0.007203369
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Fusicatenibacter,634.382485,1380.39071,0.459567337,0.4596,0.00807823021085127,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Fusicatenibacter,Fusicatenibacter,yes,decreased,yes,2,2,0,2,"Kruskal-Wallis (adjusted p value), mean abundance",634.3824851,1380.390714,not mentioned,not mentioned,,0.00807823
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Streptococcus,3976.802208,1116.69132,3.561236802,3.5612,0.00906490549807036,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Streptococcus,Streptococcus,yes,increased,yes,4,1,6,1,"Kruskal-Wallis (adjusted p value), mean abundance",3976.802208,1116.691315,not mentioned,not mentioned,,0.009064905
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Olsenella,2.526604,0.85741,2.94677838,2.9468,0.01032386454803760,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Olsenella,Olsenella,yes,increased,yes,0,0,2,0,"Kruskal-Wallis (adjusted p value), mean abundance",2.526603682,0.857412182,not mentioned,not mentioned,,0.010323865
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Sporobacter,10.501093,32.67383,0.321391582,0.3214,0.01055055212178090,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Sporobacter,Sporobacter,yes,decreased,no,0,1,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",10.5010931,32.6738275,not mentioned,not mentioned,,0.010550552
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Holdemania,0.963146,2.24056,0.429868622,0.4299,0.01074380345400150,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Holdemania,Holdemania,yes,decreased,yes,3,0,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",0.963145715,2.240558314,not mentioned,not mentioned,,0.010743803
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Dialister,5.497409,117.11825,0.04693896,0.0469,0.01184757771648150,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Dialister,Dialister,yes,decreased,yes,1,0,2,4,"Kruskal-Wallis (adjusted p value), mean abundance",5.497408649,117.1182451,not mentioned,not mentioned,,0.011847578
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Gemmiger,1513.536891,1770.52990,0.854849666,0.8548,0.01780511184210910,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Gemmiger,Gemmiger,yes,decreased,yes,0,0,0,2,"Kruskal-Wallis (adjusted p value), mean abundance",1513.536891,1770.529897,not mentioned,not mentioned,,0.017805112
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Enterococcus,80.654263,40.02580,2.01505688,2.0151,0.01916802638503560,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Enterococcus,Enterococcus,yes,increased,yes,5,0,2,5,"Kruskal-Wallis (adjusted p value), mean abundance",80.65426252,40.02579943,not mentioned,not mentioned,,0.019168026
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Clostridiales_Incertae_Sedis_XIII_unclassified,213.275738,45.91705,4.64480482,4.6448,0.02190286684336570,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Clostridiales_Incertae_Sedis_XIII_unclassified,Clostridiales_Incertae_Sedis_XIII_unclassified,no,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",213.2757379,45.91705059,not mentioned,not mentioned,,0.021902867
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Erysipelotrichaceae_unclassified,81.328988,15.65592,5.194776413,5.1948,0.02213296209160740,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Erysipelotrichaceae_unclassified,Erysipelotrichaceae_unclassified,no,increased,yes,3,0,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",81.32898807,15.65591694,not mentioned,not mentioned,,0.022132962
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Bilophila,0.508385,2.20000,0.231084209,0.2311,0.02232071285202140,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Bilophila,Bilophila,yes,decreased,yes,3,2,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",0.508385101,2.199999317,not mentioned,not mentioned,,0.022320713
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Phascolarctobacterium,7.466957,11.40994,0.654425745,0.6544,0.02578102155160630,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Phascolarctobacterium,Phascolarctobacterium,yes,decreased,yes,1,2,0,3,"Kruskal-Wallis (adjusted p value), mean abundance",7.466956787,11.4099374,not mentioned,not mentioned,,0.025781022
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Elizabethkingia,1.687877,0.63873,2.642566722,2.6426,0.02731501049317470,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Elizabethkingia,Elizabethkingia,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",1.687877427,0.638726513,not mentioned,not mentioned,,0.02731501
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Firmicutes_unclassified,353.059170,137.10697,2.575063709,2.5751,0.03533334832162070,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Firmicutes_unclassified,Firmicutes_unclassified,no,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",353.0591701,137.1069651,not mentioned,not mentioned,,0.035333348
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Turicibacter,337.519906,176.36936,1.913710568,1.9137,0.03933281728381500,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Turicibacter,Turicibacter,yes,increased,yes,2,0,1,2,"Kruskal-Wallis (adjusted p value), mean abundance",337.5199065,176.3693591,not mentioned,not mentioned,,0.039332817
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Subdoligranulum,90.923210,188.78618,0.481620055,0.4816,0.04021349419927620,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Subdoligranulum,Subdoligranulum,yes,decreased,yes,3,2,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",90.92320959,188.7861784,not mentioned,not mentioned,,0.040213494
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Ruminococcus,2828.101695,1324.69635,2.134905636,2.1349,0.04187523057517590,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Ruminococcus,Ruminococcus,yes,increased,yes,6,3,6,1,"Kruskal-Wallis (adjusted p value), mean abundance",2828.101695,1324.696346,not mentioned,not mentioned,,0.041875231
,Article_0074,Canada,Multiple sclerosis,Multiple sclerosis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",19,23,42,Atopobium,3.509386,2.01453,1.742036754,1.7420,0.04345864447058360,,,,,,,,,,,,,,47.3 years,32.4 years,16s,v4,Atopobium,Atopobium,yes,increased,yes,2,1,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",3.509385944,2.014530368,not mentioned,not mentioned,,0.043458644
Article_0074,Article_0074,Canada,Rheumatoid Arthritis,Arthritis,Autoimmune,30545401,Forbes JD,2018,10.1186/s40168-018-0603-4,"Forbes JD, 2018","Forbes JD, 2018",21,23,44,Faecalicoccus,571.436962,7.90476,72.2902294,72.2902,0.00000001164563542,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v4,Faecalicoccus,Faecalicoccus,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",571.4369618,7.904760664,not mentioned,not mentioned,,1.16E-08
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545402,Forbes JD,2019,10.1186/s40168-018-0603-5,"Forbes JD, 2019","Forbes JD, 2019",21,23,44,Streptococcus,9154.987673,1116.69132,8.19831546,8.1983,0.00000427100375251,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v5,Streptococcus,Streptococcus,yes,increased,yes,4,1,6,1,"Kruskal-Wallis (adjusted p value), mean abundance",9154.987673,1116.691315,not mentioned,not mentioned,,4.27E-06
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545403,Forbes JD,2020,10.1186/s40168-018-0603-6,"Forbes JD, 2020","Forbes JD, 2020",21,23,44,Actinomyces,162.364030,40.90677,3.969123583,3.9691,0.00000584035616883,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v6,Actinomyces,Actinomyces,yes,increased,yes,2,0,4,1,"Kruskal-Wallis (adjusted p value), mean abundance",162.3640296,40.90677103,not mentioned,not mentioned,,5.84E-06
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545404,Forbes JD,2021,10.1186/s40168-018-0603-7,"Forbes JD, 2021","Forbes JD, 2021",21,23,44,Alloscardovia,14.297536,0.29264,48.85700734,48.8570,0.00002630451493006,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v7,Alloscardovia,Alloscardovia,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",14.29753623,0.292640442,not mentioned,not mentioned,,2.63E-05
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545405,Forbes JD,2022,10.1186/s40168-018-0603-8,"Forbes JD, 2022","Forbes JD, 2022",21,23,44,Lactonifactor,18.109559,1.35981,13.31772769,13.3177,0.00003665395336545,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v8,Lactonifactor,Lactonifactor,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",18.10955853,1.359808441,not mentioned,not mentioned,,3.67E-05
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545406,Forbes JD,2023,10.1186/s40168-018-0603-9,"Forbes JD, 2023","Forbes JD, 2023",21,23,44,Clostridium XlVa,994.566655,180.16046,5.520449252,5.5204,0.00010057148953323,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v9,Clostridium_XlVa,Clostridium XlVa,yes,increased,no,0,1,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",994.5666548,180.160456,not mentioned,not mentioned,,0.000100571
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545407,Forbes JD,2024,10.1186/s40168-018-0603-10,"Forbes JD, 2024","Forbes JD, 2024",21,23,44,Eggerthella,556.924397,66.23747,8.407996724,8.4080,0.00012426637367161,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v10,Eggerthella,Eggerthella,yes,increased,yes,0,0,3,0,"Kruskal-Wallis (adjusted p value), mean abundance",556.9243969,66.23746597,not mentioned,not mentioned,,0.000124266
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545408,Forbes JD,2025,10.1186/s40168-018-0603-11,"Forbes JD, 2025","Forbes JD, 2025",21,23,44,Coprobacillus,37.336110,1.67088,22.34520327,22.3452,0.00013117830486261,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v11,Coprobacillus,Coprobacillus,yes,increased,no,0,1,1,1,"Kruskal-Wallis (adjusted p value), mean abundance",37.33611041,1.670878083,not mentioned,not mentioned,,0.000131178
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545409,Forbes JD,2026,10.1186/s40168-018-0603-12,"Forbes JD, 2026","Forbes JD, 2026",21,23,44,Clostridium III,51.141471,11.44223,4.469538092,4.4695,0.00020415432671037,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v12,Clostridium_III,Clostridium III,yes,increased,no,0,0,1,0,"Kruskal-Wallis (adjusted p value), mean abundance",51.14147128,11.44222741,not mentioned,not mentioned,,0.000204154
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545410,Forbes JD,2027,10.1186/s40168-018-0603-13,"Forbes JD, 2027","Forbes JD, 2027",21,23,44,Coriobacteriaceae_unclassified,511.839657,655.93230,0.780323915,0.7803,0.00032853512193861,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v13,Coriobacteriaceae_unclassified,Coriobacteriaceae_unclassified,no,decreased,yes,,0,0,2,"Kruskal-Wallis (adjusted p value), mean abundance",511.8396575,655.932296,not mentioned,not mentioned,,0.000328535
,Article_0074,Canada,Rheumatoid arthritis,Arthritis,Autoimmune,30545411,Forbes JD,2028,10.1186/s40168-018-0603-14,"Forbes JD, 2028","Forbes JD, 2028",21,23,44,Ruminococcaceae_unclassified,496.088572,850.00072,0.583633117,0.5836,0.00037827339855910,,,,,,,,,,,,,,62.3 years,32.4 years,16s,v14,Ruminococcaceae_unclassified,Ruminococcaceae_unclassified,no,decreased,yes,4,1,1,8,"Kruskal-Wallis (adjusted p value), mean abundance",496.0885718,850.0007234,not mentioned,not mentioned,,0.000378273
